85000000000,86000000000,39727200,250074,39477126,85000007003,85999990619,659a2442b5896b87,9901516,2243,85004292728,32470,85000000013,9,85000028111,399,85000007003,85999990619,1.18
86000000000,87000000000,39706330,248322,39458008,86000000461,86999998367,a0e8bf5909940051,9918220,2011,86227658668,32348,86000000003,15,86000096579,295,86000000461,86999998367,1.15
87000000000,88000000000,39689138,247970,39441168,87000002003,87999991049,092ba36bf3dadaf3,9934322,2053,87817032598,32525,87000000007,9,87000001663,915,87000002003,87999991049,1.18
88000000000,89000000000,39674454,246727,39427727,88000004689,88999982089,00294a61e8b08c02,9952998,2213,88998762008,32682,88000000037,9,88000067933,265,88000004689,88999982089,1.23
89000000000,90000000000,39652866,246079,39406787,89000004983,89999991377,35dd3d40b7925b7a,9968391,1913,89702794334,32147,89000000029,9,89000125133,301,89000004983,89999991377,1.19
90000000000,91000000000,39638063,246447,39391616,90000009439,90999989411,13ff22db0cc64e58,9983436,2131,90751082992,32078,90000000019,9,90000098767,603,90000009439,90999989411,1.15
91000000000,92000000000,39621606,243724,39377882,91000005751,91999989239,32a98c942f8bca4b,10004410,2053,91961786128,32514,91000000037,9,91000007107,261,91000005751,91999989239,1.12
92000000000,93000000000,39603089,244031,39359058,92000001773,92999997977,05a4b40da58f1996,10033204,2161,92826902668,32263,92000000011,9,92000009917,273,92000001773,92999997977,1.17
93000000000,94000000000,39589524,243805,39345719,93000000773,93999999913,57f27babb6e65b08,10037039,1933,93130451374,32564,93000000001,119,93000010241,375,93000000773,93999999913,1.19
94000000000,95000000000,39568558,242409,39326149,94000002461,94999998703,9f186b8c9aaf6cdc,10059052,1951,94514169118,32133,94000000033,9,94000067527,341,94000002461,94999998703,1.19
95000000000,96000000000,39553728,243252,39310476,95000007331,95999989909,9dfd1b3237c0e0d9,10073413,1879,95931868594,32031,95000000033,9,95000103469,267,95000007331,95999989909,1.16
96000000000,97000000000,39534403,241387,39293016,96000009563,96999999847,1f26bfbc0be91904,10093689,1987,96334383436,32260,96000000011,9,96000022051,1007,96000009563,96999999847,1.17
97000000000,98000000000,39523591,241600,39281991,97000007261,97999990061,2225a624e2661d65,10102211,2269,97887709882,32199,97000000037,9,97000008113,381,97000007261,97999990061,1.19
98000000000,99000000000,39505228,240039,39265189,98000012837,98999996279,42abc96d1e465dca,10123258,2137,98679435592,32125,98000000047,9,98000030419,393,98000012837,98999996279,1.17
99000000000,100000000000,39488032,239280,39248752,99000001699,99999976319,f0cbea4240c380bb,10142398,1879,99731756812,31966,99000000031,9,99000025721,309,99000001699,99999976319,1.21
100000000000,120000000000,786704586,4682969,782021617,100000005041,119999999521,e4ebc86ccd2c3eb8,205906380,2447,107077145114,637265,100000000003,9,100000083013,657,100000005041,119999999521,23.96
120000000000,140000000000,781566759,4501993,777064766,120000001691,139999999333,e0fe84cad516bf12,211296064,2659,129211053052,630314,120000000007,9,120000029251,341,120000001691,139999999333,24.03
140000000000,160000000000,777207779,4347893,772859886,140000001473,159999998971,8fe11fe15fdaf52a,215971173,2423,148733228408,622115,140000000009,9,140000033059,267,140000001473,159999998971,24.23
160000000000,180000000000,773444223,4218132,769226091,160000008167,179999997179,b858ddd4c992a21f,220099049,2521,164897129806,614467,160000000003,9,160000020253,261,160000008167,179999997179,24.42
180000000000,200000000000,770126899,4107517,766019382,180000006737,199999994239,f40f4ae74578dd82,223820567,2707,192652748062,610064,180000000013,9,180000038509,267,180000006737,199999994239,24.50
200000000000,220000000000,767160305,4007092,763153213,200000006671,219999983087,870e794dc0294521,227126553,2617,212207793334,606393,200000000041,9,200000007773,301,200000006671,219999983087,24.53
220000000000,240000000000,764504120,3919127,760584993,220000006381,239999997551,a492d59586abfe22,230164803,2797,232092024712,601715,220000000001,9,220000029259,455,220000006381,239999997551,24.80
240000000000,260000000000,762054769,3844656,758210113,240000009191,259999994003,6fc7de2f6b45c351,233010923,2693,246623378966,596975,240000000041,9,240000003977,333,240000009191,259999994003,24.66
