3,3,4,16,20,10,0.000
4,3,5,30,35,27,0.000
5,3,5,49,54,49,0.000
6,3,6,154,160,95,0.000
7,3,6,144,150,143,0.000
8,3,8,352,360,212,0.000
9,3,7,663,670,304,0.000
10,3,8,496,504,425,0.000
11,3,8,784,792,541,0.000
12,3,10,1430,1440,733,0.000
13,3,10,1430,1440,893,0.000
14,3,9,1431,1440,1117,0.000
15,3,10,3026,3036,1390,0.000
16,3,12,3726,3738,1706,0.000
17,3,12,2760,2772,1981,0.000
18,3,12,5460,5472,2399,0.000
19,3,12,5460,5472,2759,0.000
20,3,13,4033,4046,3249,0.000
21,3,12,5460,5472,3777,0.000
22,3,12,4902,4914,4364,0.000
23,3,13,6480,6493,4840,0.000
24,3,13,6734,6747,5641,0.000
25,3,13,6734,6747,6299,0.000
26,3,13,6734,6747,7046,0.000
27,3,15,10305,10320,7940,0.000
28,3,14,7922,7936,8883,0.000
29,3,13,6734,6747,9648,0.000
30,3,15,22017,22032,10920,0.000
31,3,14,14368,14382,11873,0.000
32,3,18,14364,14382,13117,0.000
33,3,17,14365,14382,14333,0.000
34,3,17,14365,14382,15708,0.000
35,3,17,14365,14382,17072,0.000
36,3,17,14365,14382,18810,0.000
37,3,16,14365,14381,20172,0.000
38,3,16,14365,14381,21799,0.000
39,3,16,14365,14381,23532,0.000
40,3,17,17119,17136,25602,0.000
41,3,16,17120,17136,27068,0.000
42,3,16,17120,17136,29599,0.000
43,3,16,17120,17136,31219,0.000
44,3,16,17120,17136,33644,0.000
45,3,16,17120,17136,36287,0.000
46,3,16,17120,17136,38530,0.000
47,3,16,17120,17136,40571,0.000
48,3,18,45450,45468,43637,0.000
49,3,18,45450,45468,46230,0.000
50,3,18,45450,45468,49098,0.000
51,3,18,45450,45468,52221,0.000
52,3,18,45450,45468,55650,0.000
53,3,16,43632,43648,58006,0.000
54,3,16,43632,43648,62223,0.000
55,3,16,43632,43648,65691,0.000
56,3,16,43632,43648,69525,0.000
57,3,16,43632,43648,73387,0.000
58,3,16,43632,43648,77034,0.000
59,3,16,90752,90768,80130,0.000
60,3,16,90752,90768,85003,0.000
61,3,21,108504,108525,88353,0.000
62,3,21,108504,108525,92777,0.000
63,3,21,108504,108525,97467,0.000
64,3,21,108504,108525,102692,0.000
65,3,21,108504,108525,107264,0.000
66,3,21,108504,108525,113228,0.000
67,3,21,108504,108525,117075,0.000
68,3,21,108504,108525,122532,0.000
69,3,21,108504,108525,128190,0.000
70,3,21,108504,108525,134528,0.000
71,3,21,108504,108525,138857,0.000
72,3,21,108504,108525,146090,0.000
73,3,21,108504,108525,150542,0.000
74,3,21,108504,108525,156649,0.000
75,3,24,108504,108528,164150,0.000
76,3,24,108504,108528,171253,0.000
77,3,24,108504,108528,177299,0.000
78,3,24,108504,108528,184946,0.000
79,3,24,108504,108528,190817,0.001
80,3,24,108504,108528,199217,0.000
81,3,18,82962,82980,206520,0.001
82,3,18,170208,170226,214270,0.001
83,3,18,44556,44574,220055,0.000
84,3,18,44556,44574,230419,0.000
85,3,18,44556,44574,238196,0.000
86,3,19,204932,204951,245587,0.000
87,3,19,204932,204951,254838,0.000
88,3,19,204932,204951,263864,0.000
89,3,19,204932,204951,270581,0.000
90,3,20,159915,159935,282531,0.000
91,3,21,204930,204951,291999,0.000
92,3,20,159915,159935,301761,0.000
93,3,20,159915,159935,311082,0.000
94,3,20,159915,159935,320506,0.000
95,3,20,159915,159935,330056,0.000
96,3,20,159915,159935,342663,0.001
97,3,20,159915,159935,351374,0.001
98,3,20,159915,159935,362752,0.001
99,3,20,159915,159935,374934,0.001
100,3,20,159915,159935,388050,0.001
101,3,20,159915,159935,396580,0.001
102,3,20,159915,159935,410747,0.001
103,3,20,159915,159935,419370,0.001
104,3,20,159915,159935,433068,0.001
105,3,26,159909,159935,446559,0.001
106,3,26,159909,159935,459052,0.001
107,3,26,159909,159935,469278,0.001
108,3,26,159909,159935,485230,0.001
109,3,20,27280,27300,494795,0.001
110,3,20,27280,27300,510357,0.001
111,3,20,27280,27300,523607,0.001
112,3,20,27280,27300,540350,0.001
113,3,21,843415,843436,549645,0.001
114,3,20,27280,27300,568601,0.001
115,3,20,27280,27300,583433,0.001
116,3,20,27280,27300,598003,0.001
117,3,20,27280,27300,615338,0.001
118,3,20,27280,27300,629430,0.001
119,3,20,27280,27300,644968,0.001
120,3,20,27280,27300,664960,0.001
121,3,20,27280,27300,680349,0.001
122,3,20,27280,27300,695708,0.001
123,3,22,909090,909112,711913,0.001
124,3,22,909090,909112,729867,0.001
125,3,20,27280,27300,746277,0.001
126,3,20,27280,27300,768145,0.001
127,3,20,27280,27300,781217,0.001
128,3,20,159909,159929,801674,0.001
129,3,21,1035475,1035496,821073,0.001
130,3,20,36520,36540,841260,0.001
131,3,20,36520,36540,854586,0.001
132,3,23,656425,656448,880544,0.002
133,3,23,656425,656448,898289,0.002
134,3,23,656425,656448,916847,0.003
135,3,23,656425,656448,942122,0.003
136,3,24,211603,211627,965463,0.002
137,3,23,656425,656448,979922,0.002
138,3,23,656425,656448,1004780,0.002
139,3,24,1858976,1859000,1022287,0.002
140,3,23,656425,656448,1047519,0.002
141,3,23,656425,656448,1070163,0.002
142,3,23,656425,656448,1093365,0.002
143,3,23,656425,656448,1113615,0.002
144,3,23,656425,656448,1140480,0.002
145,3,23,656425,656448,1162578,0.002
146,3,23,656425,656448,1184394,0.002
147,3,23,656425,656448,1212770,0.002
148,3,23,656425,656448,1237342,0.002
149,3,23,656425,656448,1254728,0.002
150,3,23,656425,656448,1286028,0.003
151,3,23,159906,159929,1303939,0.002
152,3,23,159906,159929,1333861,0.003
153,3,23,159906,159929,1360744,0.003
154,3,23,159906,159929,1390683,0.003
155,3,24,2404651,2404675,1414980,0.003
156,3,23,159906,159929,1448588,0.003
157,3,23,159906,159929,1470777,0.003
158,3,23,159906,159929,1496827,0.003
159,3,23,159906,159929,1527566,0.002
160,3,23,159906,159929,1559317,0.003
161,3,23,159906,159929,1585526,0.003
162,3,23,159906,159929,1619933,0.004
163,3,23,159906,159929,1639205,0.004
164,3,23,159906,159929,1672670,0.003
165,3,23,159906,159929,1705995,0.003
166,3,23,159906,159929,1735959,0.004
167,3,23,159906,159929,1758995,0.003
168,3,23,159906,159929,1797898,0.003
169,3,23,159906,159929,1827309,0.004
170,3,23,159906,159929,1862645,0.004
171,3,23,159906,159929,1895836,0.003
172,3,23,159906,159929,1928871,0.003
173,3,23,159906,159929,1951544,0.003
174,3,25,159904,159929,1995920,0.003
175,3,25,159904,159929,2032291,0.003
176,3,25,159904,159929,2066734,0.003
177,3,22,731975,731997,2102571,0.003
178,3,23,875572,875595,2134932,0.003
179,3,26,3534342,3534368,2160860,0.004
180,3,23,875572,875595,2209495,0.004
181,3,23,875572,875595,2236242,0.004
182,3,24,3002805,3002829,2277758,0.006
183,3,24,3002805,3002829,2311235,0.006
184,3,24,3002805,3002829,2355489,0.005
185,3,24,3002805,3002829,2389207,0.006
186,3,24,3002805,3002829,2431660,0.005
187,3,24,3002805,3002829,2470083,0.007
188,3,24,3002805,3002829,2507987,0.004
189,3,25,4190301,4190326,2550493,0.005
190,3,25,4190301,4190326,2596563,0.004
191,3,25,4190301,4190326,2625482,0.005
192,3,25,4190301,4190326,2680923,0.006
193,3,25,4190301,4190326,2707198,0.008
194,3,25,4190301,4190326,2747838,0.005
195,3,24,4132676,4132700,2799707,0.005
196,3,24,4132676,4132700,2845969,0.005
197,3,24,4132676,4132700,2876082,0.005
198,3,24,4132676,4132700,2930312,0.006
199,3,24,956176,956200,2965111,0.005
200,3,24,956176,956200,3016729,0.005
201,3,24,956176,956200,3062016,0.006
202,3,24,956176,956200,3103950,0.006
203,3,24,956176,956200,3144897,0.006
204,3,24,956176,956200,3197899,0.006
205,3,24,956176,956200,3244208,0.006
206,3,24,956176,956200,3286821,0.006
207,3,24,956176,956200,3337868,0.006
208,3,25,956175,956200,3389084,0.006
209,3,24,8216178,8216202,3433128,0.006
210,3,24,8216178,8216202,3494918,0.011
211,3,24,8216178,8216202,3534009,0.006
212,3,24,8216178,8216202,3587755,0.007
213,3,24,8216178,8216202,3633025,0.009
214,3,24,8216178,8216202,3679542,0.010
215,3,24,8216178,8216202,3727313,0.007
216,3,24,8216178,8216202,3791826,0.007
217,3,26,1542420,1542446,3843953,0.008
218,3,24,4572324,4572348,3888258,0.007
219,3,24,5889156,5889180,3942215,0.008
220,3,24,5889156,5889180,4007570,0.009
221,3,24,5889156,5889180,4050992,0.007
222,3,24,5889156,5889180,4118280,0.007
223,3,26,122850,122876,4155949,0.008
224,3,26,122850,122876,4223428,0.008
225,3,27,5207168,5207195,4289844,0.008
226,3,27,5207168,5207195,4339037,0.008
227,3,27,5207168,5207195,4383233,0.008
228,3,27,5207168,5207195,4451690,0.008
229,3,27,5207168,5207195,4497397,0.009
230,3,27,5207168,5207195,4561921,0.008
231,3,27,5207168,5207195,4630750,0.010
232,3,27,5207168,5207195,4699066,0.011
233,3,27,5207168,5207195,4738052,0.009
234,3,27,5207168,5207195,4820675,0.009
235,3,27,5207168,5207195,4874982,0.009
236,3,27,5207168,5207195,4937307,0.012
237,3,27,5207168,5207195,4996168,0.012
238,3,27,5207168,5207195,5060472,0.010
239,3,27,5207168,5207195,5101676,0.009
240,3,27,5207168,5207195,5188625,0.010
241,3,27,5207168,5207195,5232610,0.010
242,3,28,4319924,4319952,5302062,0.010
243,3,28,4319924,4319952,5368353,0.010
244,3,28,4319924,4319952,5440449,0.010
245,3,28,4319924,4319952,5507618,0.010
246,3,28,4319924,4319952,5586437,0.010
247,3,28,4319924,4319952,5646250,0.011
248,3,28,4319924,4319952,5713866,0.011
249,3,28,4319924,4319952,5776961,0.011
250,3,28,4319924,4319952,5858298,0.011
251,3,28,4319924,4319952,5907352,0.011
252,3,28,4319924,4319952,6003282,0.011
253,3,28,4319924,4319952,6065316,0.015
254,3,28,4319924,4319952,6128031,0.014
255,3,28,4319924,4319952,6217369,0.012
256,3,28,4319924,4319952,6292942,0.012
257,3,28,4319924,4319952,6340270,0.012
258,3,28,4319924,4319952,6429098,0.012
259,3,28,4319924,4319952,6496171,0.012
260,3,28,4319924,4319952,6578741,0.012
261,3,28,4319924,4319952,6661252,0.013
262,3,28,4319924,4319952,6736383,0.013
263,3,28,4319924,4319952,6789223,0.013
264,3,28,4319924,4319952,6887018,0.013
265,3,28,4319924,4319952,6958824,0.014
266,3,28,4319924,4319952,7038625,0.014
267,3,28,3048320,3048348,7110118,0.014
268,3,28,3048320,3048348,7190371,0.014
269,3,28,3048320,3048348,7248375,0.014
270,3,28,3048320,3048348,7347123,0.015
271,3,28,3048320,3048348,7410329,0.015
272,3,31,5207165,5207196,7508478,0.015
273,3,28,3048320,3048348,7595453,0.015
274,3,28,3048320,3048348,7676623,0.016
275,3,28,3048320,3048348,7761509,0.016
276,3,28,3048320,3048348,7858154,0.016
277,3,28,3048320,3048348,7915122,0.020
278,3,28,3048320,3048348,7995858,0.020
279,3,28,3048320,3048348,8097518,0.022
280,3,28,3048320,3048348,8191748,0.019
281,3,28,3048320,3048348,8245424,0.017
282,3,28,3048320,3048348,8361341,0.018
283,3,28,178568,178596,8420759,0.018
284,3,28,178568,178596,8514657,0.018
285,3,28,178568,178596,8622434,0.018
286,3,28,178568,178596,8720504,0.018
287,3,28,178568,178596,8803863,0.018
288,3,28,178568,178596,8905836,0.018
289,3,28,178568,178596,8990119,0.021
290,3,28,178568,178596,9092087,0.023
291,3,28,178568,178596,9177310,0.020
292,3,30,495520,495550,9273329,0.021
293,3,30,495520,495550,9333461,0.023
294,3,30,185505,185535,9464395,0.023
295,3,30,185505,185535,9549812,0.021
296,3,30,185505,185535,9652163,0.020
297,3,30,185505,185535,9764141,0.020
298,3,30,185505,185535,9842602,0.023
299,3,30,185505,185535,9938398,0.022
300,3,30,185505,185535,10064825,0.021
301,3,30,185505,185535,10163919,0.021
302,3,30,185505,185535,10249947,0.022
303,3,30,185505,185535,10345009,0.021
304,3,30,185505,185535,10468509,0.021
305,3,30,185505,185535,10555582,0.022
306,3,30,185505,185535,10674689,0.028
307,3,30,185505,185535,10755461,0.028
308,3,30,185505,185535,10877058,0.028
309,3,30,185505,185535,10982249,0.028
310,3,30,185505,185535,11107234,0.027
311,3,30,185505,185535,11175305,0.025
312,3,30,185505,185535,11311423,0.023
313,3,30,185505,185535,11379983,0.030
314,3,30,185505,185535,11482974,0.026
315,3,30,185505,185535,11611789,0.024
316,3,29,495521,495550,11729024,0.025
317,3,29,495521,495550,11808682,0.025
318,3,29,495521,495550,11943244,0.033
319,3,29,495521,495550,12036906,0.032
320,3,29,495521,495550,12158508,0.029
321,3,29,495521,495550,12271646,0.026
322,3,29,495521,495550,12407320,0.026
323,3,29,495521,495550,12496036,0.026
324,3,29,495521,495550,12645242,0.026
325,3,29,495521,495550,12758637,0.026
326,3,29,495521,495550,12853333,0.027
327,3,29,495521,495550,12981646,0.027
328,3,29,495521,495550,13107565,0.028
329,3,29,495521,495550,13211472,0.028
330,3,29,495521,495550,13362853,0.028
331,3,29,495521,495550,13456369,0.029
332,3,29,495521,495550,13585511,0.029
333,3,29,495521,495550,13703605,0.030
334,3,29,495521,495550,13814255,0.029
335,3,29,495521,495550,13934643,0.030
336,3,29,495521,495550,14078190,0.035
337,3,29,495521,495550,14174767,0.037
338,3,29,495521,495550,14304208,0.040
339,3,29,495521,495550,14433894,0.032
