NONLOGCONCAVE n=30 par=0,1,2,3,4,3,6,3,8,3,10,3,12,2,14,15,14,17,14,19,14,21,14,23,1,25,26,27,26,29 seq=1,30,406,3298,18028,70362,202674,438403,716273,879800,799307,520163,228788,60836,7498,85,1
NONLOGCONCAVE n=30 par=0,1,2,3,4,3,6,3,8,3,10,3,12,2,14,15,14,17,14,19,14,21,14,23,1,25,26,27,1,29 seq=1,30,406,3298,18027,70351,202644,438538,717543,884288,808555,532193,238588,65431,8448,84,1
NONLOGCONCAVE n=30 par=0,1,2,3,4,3,6,3,8,3,10,3,12,2,14,15,14,17,14,19,14,21,1,23,24,25,24,27,24,29 seq=1,30,406,3296,17988,70004,200775,431755,700123,851996,765367,491363,212595,55390,6654,77,1
NONLOGCONCAVE n=30 par=0,1,2,3,4,3,6,3,8,3,10,3,12,2,14,15,14,17,14,19,14,21,1,23,24,25,24,27,1,29 seq=1,30,406,3295,17965,69781,199555,427540,690469,837188,750584,482681,210615,56000,6993,74,1
NONLOGCONCAVE n=30 par=0,1,2,3,4,3,6,3,8,3,10,3,12,2,14,15,14,17,14,19,14,21,1,23,24,25,1,27,28,29 seq=1,30,406,3294,17942,69550,198208,422444,677287,813359,720496,456753,196187,51391,6366,72,1
NONLOGCONCAVE n=30 par=0,1,2,3,4,3,6,3,8,3,10,3,12,2,14,15,14,17,14,19,14,21,1,23,24,25,1,27,1,29 seq=1,30,406,3296,17986,69981,200695,431860,701893,858692,779384,509561,227255,62144,8017,74,1
NONLOGCONCAVE n=30 par=0,1,2,3,4,3,6,3,8,3,10,3,12,2,14,15,14,17,14,19,14,21,1,23,24,23,1,27,1,29 seq=1,30,406,3297,18008,70194,201900,436312,713228,879071,805362,532690,241081,67261,9000,133,2
NONLOGCONCAVE n=30 par=0,1,2,3,4,3,6,3,8,3,10,3,12,2,14,15,14,17,14,19,1,21,22,23,22,25,22,27,1,29 seq=1,30,406,3294,17945,69601,198594,424160,682248,823083,733523,468438,202814,53489,6641,78,1
NONLOGCONCAVE n=30 par=0,1,2,3,4,3,6,3,8,3,10,3,12,2,14,15,14,17,14,19,1,21,22,23,22,25,1,27,28,29 seq=1,30,406,3292,17900,69158,196058,414733,658281,780502,680682,423666,178274,45727,5578,72,1
NONLOGCONCAVE n=30 par=0,1,2,3,4,3,6,3,8,3,10,3,12,2,14,15,14,17,14,19,1,21,22,23,22,25,1,27,1,29 seq=1,30,406,3294,17944,69589,198544,424130,682748,825291,738292,474606,207674,55648,7054,76,1
NONLOGCONCAVE n=30 par=0,1,2,3,4,3,6,3,8,3,10,3,12,2,14,15,14,17,14,19,1,21,22,23,1,25,26,27,1,29 seq=1,30,406,3293,17921,69358,197199,419062,669726,801955,709093,449607,193740,51103,6394,73,1
NONLOGCONCAVE n=30 par=0,1,2,3,4,3,6,3,8,3,10,3,12,2,14,15,14,17,14,19,1,21,22,23,1,25,1,27,1,29 seq=1,30,406,3296,17986,69982,200712,431984,702408,860043,781715,512214,229182,62961,8177,78,1
NONLOGCONCAVE n=30 par=0,1,2,3,4,3,6,3,8,3,10,3,12,2,14,15,14,17,14,19,1,21,22,21,1,25,1,27,1,29 seq=1,30,406,3297,18007,70176,201759,435673,711362,875389,800378,528110,238337,66284,8836,129,2
