NONLOGCONCAVE n=30 par=0,1,2,3,4,5,4,7,4,9,4,11,3,13,14,13,16,13,18,13,20,2,22,23,24,1,26,27,28,29 seq=1,30,406,3290,17857,68749,193781,406467,637679,744432,636207,385723,156883,38520,4458,61,1
NONLOGCONCAVE n=30 par=0,1,2,3,4,5,4,7,4,9,4,11,3,13,14,13,16,13,18,13,20,2,22,23,24,1,26,27,28,27 seq=1,30,406,3291,17881,69002,195334,412659,654574,776708,679461,425629,181069,47249,5947,107,2
NONLOGCONCAVE n=30 par=0,1,2,3,4,5,4,7,4,9,4,11,3,13,14,13,16,13,18,13,20,2,22,2,24,1,26,27,28,29 seq=1,30,406,3292,17901,69179,196247,415698,661381,787034,689757,431737,182499,46765,5606,64,1
NONLOGCONCAVE n=30 par=0,1,2,3,4,5,4,7,4,9,4,11,3,13,14,13,16,13,18,13,20,2,22,2,24,1,26,27,28,27 seq=1,30,406,3293,17925,69432,197801,421906,678388,819758,734131,473435,208477,56518,7351,110,2
NONLOGCONCAVE n=30 par=0,1,2,3,4,5,4,7,4,9,4,11,3,13,14,13,16,13,18,13,20,2,22,1,24,25,26,27,26,29 seq=1,30,406,3291,17880,68979,195107,411378,649957,765530,660957,404857,165859,40621,4582,64,1
NONLOGCONCAVE n=30 par=0,1,2,3,4,5,4,7,4,9,4,11,3,13,14,13,16,13,18,13,20,2,22,1,24,25,26,27,24,29 seq=1,30,406,3291,17880,68981,195143,411659,651209,769054,667479,412815,172043,43401,5134,65,1
NONLOGCONCAVE n=30 par=0,1,2,3,4,5,4,7,4,9,4,11,3,13,14,13,16,13,18,13,20,2,22,1,24,25,26,25,24,29 seq=1,30,406,3292,17903,69213,196506,416869,664876,794256,700259,442397,189785,49858,6286,109,2
NONLOGCONCAVE n=30 par=0,1,2,3,4,5,4,7,4,9,4,11,3,13,14,13,16,13,18,13,20,1,22,23,24,25,22,27,22,29 seq=1,30,406,3292,17903,69206,196391,416044,661469,785300,684675,424397,176423,44015,5085,70,1
NONLOGCONCAVE n=30 par=0,1,2,3,4,5,4,7,4,9,4,11,3,13,14,13,16,13,18,2,20,21,22,2,24,1,26,27,28,29 seq=1,30,406,3289,17836,68557,192775,403125,630342,733716,626069,379995,155373,38562,4536,65,1
NONLOGCONCAVE n=30 par=0,1,2,3,4,5,4,7,4,9,4,11,3,13,14,13,16,13,18,2,20,21,22,2,24,1,26,27,28,27 seq=1,30,406,3290,17860,68810,194326,409286,647036,765277,667793,417886,177972,46613,5902,106,2
NONLOGCONCAVE n=30 par=0,1,2,3,4,5,4,7,4,9,4,11,3,13,14,13,16,13,18,2,20,2,22,2,24,1,26,27,28,29 seq=1,30,406,3292,17901,69180,196264,415823,661906,788428,692192,434545,184572,47667,5794,72,1
NONLOGCONCAVE n=30 par=0,1,2,3,4,5,4,7,4,9,4,11,3,13,14,13,16,13,18,2,20,2,22,2,24,1,26,27,28,27 seq=1,30,406,3293,17925,69433,197817,422016,678818,820817,735842,475256,209716,57015,7447,114,2
NONLOGCONCAVE n=30 par=0,1,2,3,4,5,4,7,4,9,4,11,3,13,14,13,16,13,18,2,20,2,22,1,24,25,26,27,26,29 seq=1,30,406,3290,17859,68786,194082,407885,641960,753063,647906,396133,162580,40178,4638,68,1
NONLOGCONCAVE n=30 par=0,1,2,3,4,5,4,7,4,9,4,11,3,13,14,13,16,13,18,2,20,2,22,1,24,25,26,27,24,29 seq=1,30,406,3290,17859,68789,194135,408289,643710,757831,656412,406099,169993,43363,5245,71,1
NONLOGCONCAVE n=30 par=0,1,2,3,4,5,4,7,4,9,4,11,3,13,14,13,16,13,18,2,20,2,22,1,24,25,26,25,24,29 seq=1,30,406,3291,17882,69021,195496,413470,657200,782432,687941,434037,186394,49190,6258,109,2
